1	0,5	0,00	0,00	0,02	0,00	34,4472	1,6429	0,0000	0,0000	0,025746972	6,3870	1,4730	0,0000	0,0000	0,0149	3,1946	0,7836	0,0000	0,0000	0,0088	2,1298	0,5244	0,0000	0,0000	0,006607422		7,47272E+11	43383475505	1,21428E+12	5,03669E+12	1,71774E+13	1,02751E+14	8,73901E+13	5,8653E+14		1,8173E-38	2,1965E-125	81,06801967	0	;	2,432E-50	4,189E-49	1,809E-137	4,361E-138	4,719E-12	7,890E-13	0,000E+00	0,000E+00	;	4,719E-12	7,890E-13	;	2,43191E-50	1,8089E-137	4,71946E-12	0	4,71946E-12	4,18892E-49	4,3609E-138	7,88978E-13	0	7,88978E-13
2	1,0	0,00	0,00	0,04	0,00	65,8212	3,2786	0,0000	0,0000	0,04582249	12,7740	2,9459	0,0000	0,0000	0,0257	6,3893	1,5673	0,0000	0,0000	0,0149	4,2596	1,0489	0,0000	0,0000	0,01092363		48826306825	2815953971	78568858533	2,52171E+11	1,11145E+12	5,1444E+12	5,6545E+12	2,93657E+13		5,98744E-17	2,82185E-72	157,6818381	0	;	1,226E-27	2,126E-26	3,592E-83	1,119E-83	1,419E-10	3,065E-11	0,000E+00	0,000E+00	;	1,419E-10	3,065E-11	;	1,22627E-27	3,59156E-83	1,4659E-10	0	1,4659E-10	2,12626E-26	1,11902E-83	3,14401E-11	0	3,14401E-11
3	1,5	0,00	0,00	0,05	0,00	94,4926	4,9071	0,0000	-0,0001	0,06488287	19,1611	4,4189	0,0000	0,0000	0,0360	9,5839	2,3509	0,0000	0,0000	0,0204	6,3894	1,5733	0,0000	0,0000	0,014862122		9938687044	627974363,2	15837621892	43750324848	2,24041E+11	8,92526E+11	1,13981E+12	5,09479E+12		7,72169E-08	1,04329E-47	213,4762286	0	;	7,769E-18	1,230E-16	6,587E-58	2,385E-58	9,528E-10	2,392E-10	0,000E+00	0,000E+00	;	9,528E-10	2,392E-10	;	7,76933E-18	6,58741E-58	1,09943E-09	0	1,09943E-09	1,22962E-16	2,38464E-58	2,70622E-10	0	2,70622E-10
4	2,0	0,00	0,00	0,06	0,00	120,7765	6,5285	0,0001	-0,0001	0,08335508	25,5481	5,8918	0,0001	0,0000	0,0458	12,7786	3,1345	0,0000	0,0000	0,0257	8,5192	2,0977	0,0000	0,0000	0,018604434		3221431316	231084064,9	5083723959	12625423067	71915090285	2,57564E+11	3,65869E+11	1,47025E+12		0,006242648	3,47049E-33	254,6451198	0	;	1,938E-12	2,701E-11	6,827E-43	2,749E-43	3,541E-09	9,887E-10	0,000E+00	0,000E+00	;	3,543E-09	1,016E-09	;	1,93786E-12	6,82668E-43	4,64035E-09	0	4,64229E-09	2,70147E-11	2,74881E-43	1,25929E-09	0	1,2863E-09
5	2,5	0,00	0,00	0,07	0,00	144,9422	8,1427	0,0001	-0,0001	0,10140136	34,1106	7,3648	0,0001	0,0000	0,0554	15,9732	3,9182	0,0000	0,0000	0,0309	10,6490	2,6222	0,0000	0,0000	0,022220749		1347331552	111543180,2	2105655938	5192738441	29786911744	98227723442	1,51541E+11	5,60712E+11		5,156950289	1,38523E-23	285,5996092	1,0495E-288	;	3,828E-09	4,623E-08	6,579E-33	2,668E-33	9,588E-09	2,908E-09	6,925E-300	1,872E-300	;	1,342E-08	4,914E-08	;	3,82947E-09	6,5786E-33	1,42284E-08	6,9252E-300	1,80579E-08	4,62598E-08	2,66762E-33	4,16681E-09	1,8716E-300	5,04266E-08
6	3,0	0,07	0,00	0,08	0,00	167,2212	9,7499	0,0001	-0,0001	0,119105021	41,0586	8,8378	0,0001	0,0000	0,0649	19,1679	4,7018	0,0000	0,0000	0,0360	12,7787	3,1466	0,0000	0,0000	0,025746972		662096094,1	63778075,26	1024758401	2483030524	14496379730	44685960356	73750498063	2,5508E+11		330,220844	8,08538E-17	309,2080952	1,3098E-247	;	4,988E-07	5,178E-06	7,890E-26	3,256E-26	2,133E-08	6,920E-09	1,776E-258	5,135E-259	;	5,201E-07	5,185E-06	;	5,0258E-07	7,89004E-26	3,55585E-08	1,776E-258	5,38139E-07	5,22391E-06	3,25626E-26	1,10864E-08	5,1348E-259	5,235E-06
7	3,5	0,96	0,00	0,08	0,00	187,8135	11,3501	0,0001	-0,0001	0,13651673	50,7535	10,3107	0,0001	0,0000	0,0742	22,3625	5,4854	0,0000	0,0000	0,0409	14,9085	3,6711	0,0000	0,0000	0,029204362		363652028,2	40917290,89	557418872,5	1204967626	7885327540	22959422746	40116694255	1,31059E+11		4378,127363	7,44242E-12	327,381589	2,6782E-215	;	1,204E-05	1,070E-04	1,335E-20	6,176E-21	4,152E-08	1,426E-08	6,676E-226	2,043E-226	;	1,208E-05	1,070E-04	;	1,25419E-05	1,33517E-20	7,70763E-08	6,6759E-226	1,2619E-05	0,000112223	6,17648E-21	2,53455E-08	2,0435E-226	0,000112249
8	4,0	4,50	0,00	0,09	0,00	206,8926	12,9433	0,0001	-0,0001	0,153670957	60,0079	11,7837	0,0001	0,0000	0,0834	25,5572	6,2691	0,0001	0,0000	0,0458	17,0383	4,1955	0,0000	0,0000	0,032606722		216678089,4	28520150,37	328937568,6	657726871,1	4653198154	12895427785	23673198953	73610819590		20597,27175	4,08598E-08	341,4370262	4,0982E-189	;	9,506E-05	7,222E-04	1,242E-16	6,212E-17	7,338E-08	2,648E-08	1,731E-199	5,567E-200	;	9,513E-05	7,222E-04	;	0,000107601	1,24231E-16	1,50453E-07	1,7312E-199	0,000107752	0,000834424	6,21289E-17	5,18229E-08	5,5674E-200	0,000834476
9	4,5	10,37	0,00	0,09	0,00	224,6098	14,5295	0,0001	-0,0001	0,17059308	67,6590	13,2566	0,0001	-0,0001	0,0924	28,7518	7,0527	0,0001	0,0000	0,0507	19,1681	4,7199	0,0000	0,0000	0,035963599		137389043,9	21155490,7	206567034,2	410677352,4	2922126976	7752769228	14866354488	44255041899		47422,96915	3,006E-05	352,31043	2,0851E-167	;	3,452E-04	2,242E-03	1,455E-13	7,320E-14	1,206E-07	4,544E-08	1,403E-177	4,712E-178	;	3,453E-04	2,242E-03	;	0,000452774	1,45646E-13	2,7102E-07	1,4026E-177	0,000453045	0,003076063	7,32583E-14	9,72661E-08	4,7115E-178	0,00307616
10	5,0	14,36	0,00	0,09	0,00	241,0973	16,1089	0,0001	-0,0001	0,187302882	74,4028	14,7296	0,0001	-0,0001	0,1014	31,9465	7,8363	0,0001	0,0000	0,0554	21,2979	5,2444	0,0000	0,0000	0,039281914		91493870,8	16467333,75	136244483,4	275946672,3	1927334057	4917954400	9805334112	28073101575		65660,968	0,00500416	360,6849505	4,2874E-149	;	7,177E-04	3,987E-03	3,673E-11	1,813E-11	1,871E-07	7,334E-08	4,373E-159	1,527E-159	;	7,178E-04	3,987E-03	;	0,001170428	3,68749E-11	4,58161E-07	4,3725E-159	0,001170887	0,007063409	1,82078E-11	1,70607E-07	1,5272E-159	0,00706358
11	5,5	20,03	0,00	0,09	0,00	256,4714	17,6814	0,0002	-0,0001	0,203816443	80,6065	16,2026	0,0001	-0,0001	0,1103	35,1411	8,6200	0,0001	0,0000	0,0602	23,4277	5,7688	0,0000	0,0000	0,042566871		63396507,03	13317796,76	93501336,82	195230165	1322683358	3258127666	6729166749	18598332047		91611,2932	0,268995569	367,0705175	1,9962E-133	;	1,445E-03	6,879E-03	2,877E-09	1,378E-09	2,775E-07	1,127E-07	2,967E-143	1,073E-143	;	1,445E-03	6,879E-03	;	0,002615481	2,91379E-09	7,35681E-07	2,9666E-143	0,00261622	0,013942272	1,39605E-09	2,8327E-07	1,0733E-143	0,013942557
12	6,0	35,04	0,00	0,09	0,00	270,8346	19,2471	0,0002	-0,0001	0,220147245	86,3212	17,6755	0,0002	-0,0001	0,1191	38,3358	9,4036	0,0001	0,0000	0,0649	25,5575	6,2932	0,0001	0,0000	0,04582249		45390756,74	11109240,81	66306026,77	144264388,4	937974591,1	2237286050	4771956485	12771073787		160217,69	5,998515288	371,8551179	7,2277E-120	;	3,530E-03	1,442E-02	9,047E-08	4,158E-08	3,964E-07	1,662E-07	1,515E-129	5,659E-130	;	3,530E-03	1,442E-02	;	0,006145224	9,33809E-08	1,13213E-06	1,5146E-129	0,006146449	0,028364292	4,29761E-08	4,49478E-07	5,6595E-130	0,028364784
13	6,5	9,93	0,04	0,10	0,00	284,2776	20,8061	0,0002	-0,0001	0,236306859	92,0223	19,1485	0,0002	-0,0001	0,1278	41,5304	10,1872	0,0001	0,0000	0,0695	27,6873	6,8177	0,0001	0,0000	0,049051957		33405387,36	9505927,77	48332881,2	109947578,9	683723888,9	1583248975	3478453123	9037641606		45407,8324	66,56990533	375,3388422	5,0576E-108	;	1,359E-03	4,777E-03	1,377E-06	6,055E-07	5,490E-07	2,371E-07	1,454E-117	5,596E-118	;	1,361E-03	4,778E-03	;	0,00750452	1,4707E-06	1,68109E-06	1,454E-117	0,007507672	0,033141083	6,48446E-07	6,86546E-07	5,5961E-118	0,033142418
14	7,0	2,84	0,23	0,10	0,00	296,8809	22,3583	0,0002	-0,0001	0,252305387	100,7244	20,6214	0,0002	-0,0001	0,1365	44,7251	10,9709	0,0001	0,0000	0,0742	29,8171	7,3421	0,0001	0,0000	0,052257841		25167434,53	8308551,114	36067262,91	82355422,85	510212688,4	1149506373	2595712901	6561713784		13009,78447	421,0642676	377,7571127	1,36199E-97	;	5,169E-04	1,566E-03	1,167E-05	5,113E-06	7,404E-07	3,286E-07	5,247E-107	2,076E-107	;	5,293E-04	1,571E-03	;	0,00802145	1,31451E-05	2,42148E-06	5,2471E-107	0,008037016	0,034706914	5,76121E-06	1,01517E-06	2,0757E-107	0,03471369
15	7,5	1,20	0,92	0,10	0,00	308,7160	23,9038	0,0002	-0,0001	0,268151776	109,4193	22,0944	0,0002	-0,0001	0,1451	47,9197	11,7545	0,0001	0,0000	0,0788	31,9469	7,8666	0,0001	0,0000	0,055442251		19347671,37	7393221,809	27463662,49	62715178,6	388504919,5	853238136,3	1976523232	4870529273		5503,117094	1683,01432	379,2969153	2,4035E-88	;	2,844E-04	7,443E-04	6,128E-05	2,684E-05	9,763E-07	4,445E-07	1,216E-97	4,935E-98	;	3,467E-04	7,716E-04	;	0,008305883	7,44266E-05	3,39778E-06	1,21603E-97	0,008383707	0,03545126	3,25971E-05	1,45971E-06	4,93479E-98	0,035485317
16	8,0	0,47	2,52	0,10	0,00	319,8470	25,4427	0,0002	-0,0001	0,283854027	118,0018	23,5673	0,0002	-0,0001	0,1537	51,1144	12,5381	0,0001	0,0000	0,0834	34,0767	8,3910	0,0001	0,0000	0,058606944		15137435,63	6679870,871	21283595,43	48632250,68	301080802	645633672,3	1531752032	3685463140		2150,619231	4605,194657	380,1083825	4,22495E-80	;	1,421E-04	3,220E-04	2,164E-04	9,469E-05	1,262E-06	5,887E-07	2,758E-89	1,146E-89	;	3,597E-04	4,172E-04	;	0,008447956	0,0002908	4,66026E-06	2,75825E-89	0,008743415	0,035773215	0,000127291	2,04845E-06	1,14638E-89	0,035902555
17	8,5	0,17	5,02	0,10	0,00	330,3312	26,9750	0,0002	-0,0001	0,299419362	126,4070	25,0403	0,0002	-0,0001	0,1622	64,1199	13,3217	0,0001	-0,0001	0,0879	36,2064	8,9154	0,0001	0,0000	0,061753396		12027702,31	6114993,804	16751190,87	38399297,86	236964755,2	545414510,5	1205560909	2836292762		776,3964915	9187,421991	380,3132145	1,03383E-72	;	6,455E-05	1,270E-04	5,485E-04	2,393E-04	1,605E-06	6,973E-07	8,576E-82	3,645E-82	;	6,146E-04	3,669E-04	;	0,008512506	0,000839263	6,26519E-06	8,57552E-82	0,009358035	0,035900181	0,000366551	2,74574E-06	3,64501E-82	0,036269478
18	9,0	0,06	7,68	0,10	0,00	340,2199	28,5008	0,0003	-0,0001	0,314854342	134,5960	26,5133	0,0002	-0,0001	0,1706	67,7060	14,1054	0,0001	-0,0001	0,0924	38,3362	9,4399	0,0001	0,0000	0,06488287		9688394,497	5661789,632	13365725,31	30845641,34	189073472,6	433949715,1	961913459,2	2215711312		263,2438079	14053,04714	380,0109038	4,61826E-66	;	2,717E-05	4,649E-05	1,051E-03	4,556E-04	2,010E-06	8,757E-07	4,801E-75	2,084E-75	;	1,081E-03	5,030E-04	;	0,008539677	0,001890688	8,27505E-06	4,80112E-75	0,01043864	0,035946676	0,000822144	3,62144E-06	2,08432E-75	0,036772442
19	9,5	0,02	9,38	0,10	0,00	349,5595	30,0200	0,0003	-0,0002	0,330164961	142,5470	27,9862	0,0002	-0,0001	0,1790	71,1468	14,8890	0,0001	-0,0001	0,0969	40,4660	9,9643	0,0001	0,0000	0,067996447		7899806,257	5294299,986	10795486,11	25177197,09	152714499,1	350829959,6	776936764,8	1754182770		84,93771695	17165,05105	379,2834043	4,70391E-60	;	1,075E-05	1,604E-05	1,590E-03	6,818E-04	2,484E-06	1,081E-06	6,054E-69	2,682E-69	;	1,603E-03	6,989E-04	;	0,008550429	0,003480709	1,07587E-05	6,05444E-69	0,012041897	0,035962719	0,001503914	4,70254E-06	2,68154E-69	0,037471336
20	10,0	0,01	9,63	0,10	0,00	358,3918	31,5327	0,0003	-0,0002	0,345356722	150,2495	29,4592	0,0003	-0,0001	0,1873	74,4467	15,6726	0,0001	-0,0001	0,1014	42,5958	10,4887	0,0001	0,0000	0,07109507		6512268,778	4993804,101	8815570,921	20853914,17	124706334,1	287885486,9	634444904,5	1405532253		26,3552789	17624,01081	378,1986803	1,31344E-54	;	4,047E-06	5,278E-06	1,999E-03	8,451E-04	3,033E-06	1,314E-06	2,070E-63	9,345E-64	;	2,006E-03	8,517E-04	;	0,008554476	0,0054799	1,37914E-05	2,07022E-63	0,014048167	0,035967997	0,002349031	6,01626E-06	9,34479E-64	0,038323045
