34,4472	1,6429	0,0000	0,0000	0,025746972
65,8212	3,2786	0,0000	0,0000	0,04582249
94,4926	4,9071	0,0000	-0,0001	0,06488287
120,7765	6,5285	0,0001	-0,0001	0,08335508
144,9422	8,1427	0,0001	-0,0001	0,10140136
167,2212	9,7499	0,0001	-0,0001	0,119105021
187,8135	11,3501	0,0001	-0,0001	0,13651673
206,8926	12,9433	0,0001	-0,0001	0,153670957
224,6098	14,5295	0,0001	-0,0001	0,17059308
241,0973	16,1089	0,0001	-0,0001	0,187302882
256,4714	17,6814	0,0002	-0,0001	0,203816443
270,8346	19,2471	0,0002	-0,0001	0,220147245
284,2776	20,8061	0,0002	-0,0001	0,236306859
296,8809	22,3583	0,0002	-0,0001	0,252305387
308,7160	23,9038	0,0002	-0,0001	0,268151776
319,8470	25,4427	0,0002	-0,0001	0,283854027
330,3312	26,9750	0,0002	-0,0001	0,299419362
340,2199	28,5008	0,0003	-0,0001	0,314854342
349,5595	30,0200	0,0003	-0,0002	0,330164961
358,3918	31,5327	0,0003	-0,0002	0,345356722
366,7544	33,0389	0,0003	-0,0002	0,360434697
374,6817	34,5388	0,0003	-0,0002	0,375403578
382,2047	36,0323	0,0003	-0,0002	0,390267717
389,3517	37,5194	0,0003	-0,0002	0,405031163
396,1485	39,0003	0,0003	-0,0002	0,419697692
402,6186	40,4749	0,0004	-0,0002	0,434270834
408,7837	41,9433	0,0004	-0,0002	0,448753893
414,6634	43,4055	0,0004	-0,0002	0,46314997
420,2760	44,8615	0,0004	-0,0002	0,477461977
425,6381	46,3115	0,0004	-0,0002	0,491692658
430,7651	47,7553	0,0004	-0,0002	0,505844596
435,6712	49,1931	0,0004	-0,0002	0,519920234
440,3694	50,6249	0,0005	-0,0002	0,533921875
444,8720	52,0508	0,0005	-0,0002	0,547851704
449,1901	53,4707	0,0005	-0,0002	0,561711787
453,3341	54,8847	0,0005	-0,0002	0,575504086
457,3138	56,2928	0,0005	-0,0002	0,589230463
461,1380	57,6951	0,0005	-0,0002	0,602892688
464,8152	59,0916	0,0005	-0,0002	0,616492445
468,3531	60,4824	0,0005	-0,0002	0,630031337
471,7591	61,8674	0,0005	-0,0002	0,643510893
475,0399	63,2467	0,0006	-0,0002	0,656932571
478,2018	64,6203	0,0006	-0,0002	0,670297763
481,2509	65,9883	0,0006	-0,0002	0,683607798
484,1926	67,3508	0,0006	-0,0002	0,696863951
487,0322	68,7076	0,0006	-0,0002	0,710067436
489,7746	70,0589	0,0006	-0,0002	0,723219421
492,4243	71,4047	0,0006	-0,0002	0,736321022
494,9858	72,7450	0,0006	-0,0002	0,749373312
497,4630	74,0799	0,0007	-0,0002	0,762377317
499,8598	75,4093	0,0007	-0,0002	0,775334027
502,1798	76,7334	0,0007	-0,0002	0,788244389
504,4264	78,0521	0,0007	-0,0002	0,801109315
506,6028	79,3655	0,0007	-0,0002	0,813929684
508,7121	80,6737	0,0007	-0,0002	0,82670634
510,7570	81,9765	0,0007	-0,0002	0,839440097
512,7404	83,2741	0,0007	-0,0002	0,852131738
514,6648	84,5666	0,0007	-0,0002	0,86478202
516,5325	85,8538	0,0008	-0,0002	0,877391671
518,3460	87,1359	0,0008	-0,0002	0,889961396
520,1074	88,4129	0,0008	-0,0001	0,902491875
521,8188	89,6848	0,0008	-0,0001	0,914983762
523,4821	90,9516	0,0008	-0,0001	0,927437694
525,0992	92,2134	0,0008	-0,0001	0,939854284
526,6719	93,4702	0,0008	-0,0001	0,952234126
528,2019	94,7221	0,0008	-0,0001	0,964577793
529,6907	95,9690	0,0008	-0,0001	0,976885843
531,1400	97,2109	0,0009	-0,0001	0,989158815
532,5511	98,4480	0,0009	-0,0001	1,00139723
533,9255	99,6802	0,0009	-0,0001	1,013601595
535,2644	100,9076	0,0009	-0,0001	1,0257724
536,5693	102,1301	0,0009	-0,0001	1,037910123
537,8411	103,3479	0,0009	-0,0001	1,050015226
539,0812	104,5609	0,0009	-0,0001	1,062088157
540,2906	105,7692	0,0009	-0,0001	1,074129353
541,4704	106,9727	0,0009	-0,0001	1,086139238
542,6215	108,1716	0,0010	-0,0001	1,098118222
543,7450	109,3658	0,0010	-0,0001	1,110066708
544,8417	110,5554	0,0010	-0,0001	1,121985083
545,9125	111,7404	0,0010	-0,0001	1,133873728
546,9584	112,9208	0,0010	-0,0001	1,14573301
547,9800	114,0966	0,0010	-0,0001	1,15756329
548,9782	115,2679	0,0010	-0,0001	1,169364916
549,9537	116,4347	0,0010	-0,0001	1,18113823
550,9073	117,5971	0,0010	-0,0001	1,192883563
551,8396	118,7549	0,0010	-0,0001	1,204601239
552,7512	119,9083	0,0011	-0,0001	1,216291573
553,6429	121,0574	0,0011	-0,0001	1,227954874
554,5152	122,2020	0,0011	-0,0001	1,239591441
555,3686	123,3422	0,0011	-0,0001	1,251201567
556,2039	124,4782	0,0011	-0,0001	1,262785539
557,0214	125,6097	0,0011	-0,0001	1,274343636
557,8218	126,7370	0,0011	-0,0001	1,28587613
558,6055	127,8601	0,0011	-0,0001	1,297383288
559,3731	128,9789	0,0011	-0,0001	1,30886537
560,1249	130,0934	0,0011	-0,0001	1,320322631
560,8614	131,2037	0,0012	-0,0001	1,331755319
561,5831	132,3099	0,0012	-0,0001	1,343163678
562,2903	133,4119	0,0012	-0,0001	1,354547945
562,9835	134,5098	0,0012	-0,0001	1,365908353

